locus_tag	ftype	length_bp	gene	EC_number	COG	product
MEIMHKMB_01931	CDS	687			COG0325	Pyridoxal phosphate homeostasis protein
MEIMHKMB_01932	CDS	465				hypothetical protein
MEIMHKMB_01933	CDS	507				hypothetical protein
MEIMHKMB_01934	CDS	321				hypothetical protein
MEIMHKMB_01935	CDS	363				hypothetical protein
MEIMHKMB_01936	CDS	843				hypothetical protein
MEIMHKMB_01937	CDS	1806	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MEIMHKMB_01938	CDS	552				hypothetical protein
MEIMHKMB_01939	CDS	1719			COG1132	putative ABC transporter ATP-binding protein
MEIMHKMB_01940	CDS	882			COG1132	putative ABC transporter ATP-binding protein
MEIMHKMB_01941	CDS	504				hypothetical protein
MEIMHKMB_01942	CDS	1041	purR_2			HTH-type transcriptional repressor PurR
MEIMHKMB_01943	CDS	822	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
MEIMHKMB_01944	CDS	870	ngcF_2		COG1175	Diacetylchitobiose uptake system permease protein NgcF
MEIMHKMB_01945	CDS	1329				hypothetical protein
MEIMHKMB_01946	CDS	1185				IS256 family transposase ISEnfa4
MEIMHKMB_01947	CDS	324				hypothetical protein
MEIMHKMB_01948	CDS	423				hypothetical protein
MEIMHKMB_01949	CDS	246				hypothetical protein
MEIMHKMB_01950	CDS	204				hypothetical protein
MEIMHKMB_01951	CDS	237				hypothetical protein
MEIMHKMB_01952	CDS	453				hypothetical protein
MEIMHKMB_01953	CDS	201				hypothetical protein
MEIMHKMB_01954	CDS	105				hypothetical protein
MEIMHKMB_01955	CDS	174				hypothetical protein
MEIMHKMB_01956	CDS	438				hypothetical protein
MEIMHKMB_01957	CDS	291				hypothetical protein
MEIMHKMB_01958	CDS	231				hypothetical protein
MEIMHKMB_01959	CDS	378				hypothetical protein
MEIMHKMB_01960	CDS	369				hypothetical protein
MEIMHKMB_01961	CDS	147				hypothetical protein
MEIMHKMB_01962	CDS	141				hypothetical protein
MEIMHKMB_01963	CDS	201				hypothetical protein
MEIMHKMB_01964	CDS	252				hypothetical protein
MEIMHKMB_01965	CDS	96				hypothetical protein
MEIMHKMB_01966	CDS	93				hypothetical protein
MEIMHKMB_01967	CDS	153				hypothetical protein
MEIMHKMB_01968	CDS	147				hypothetical protein
MEIMHKMB_01969	CDS	516				IS256 family transposase IS256
MEIMHKMB_01970	CDS	573				IS256 family transposase IS16
MEIMHKMB_01971	CDS	915	gmuC_1		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
MEIMHKMB_01972	CDS	405	celB_2		COG1455	PTS system cellobiose-specific EIIC component
MEIMHKMB_01973	CDS	303	celA_1	2.7.1.205		PTS system cellobiose-specific EIIB component
MEIMHKMB_01974	CDS	312				hypothetical protein
MEIMHKMB_01975	CDS	297				hypothetical protein
MEIMHKMB_01976	CDS	219				hypothetical protein
MEIMHKMB_01977	CDS	495				hypothetical protein
MEIMHKMB_01978	CDS	1158				hypothetical protein
MEIMHKMB_01979	CDS	1044				hypothetical protein
MEIMHKMB_01980	CDS	1362				hypothetical protein
MEIMHKMB_01981	CDS	888				hypothetical protein
MEIMHKMB_01982	CDS	153	rpmGA			50S ribosomal protein L33 1
MEIMHKMB_01983	CDS	1377				hypothetical protein
MEIMHKMB_01984	CDS	1329	hisS	6.1.1.21		Histidine--tRNA ligase
MEIMHKMB_01985	CDS	1767	aspS	6.1.1.12		Aspartate--tRNA ligase
MEIMHKMB_01986	CDS	828	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
MEIMHKMB_01987	CDS	516	zur		COG0735	Zinc-specific metallo-regulatory protein
MEIMHKMB_01988	CDS	174	rpsU		COG0828	30S ribosomal protein S21
MEIMHKMB_01989	CDS	558				hypothetical protein
MEIMHKMB_01990	CDS	1386				hypothetical protein
MEIMHKMB_01991	CDS	240				hypothetical protein
MEIMHKMB_01992	CDS	342				hypothetical protein
MEIMHKMB_01993	CDS	1032				hypothetical protein
MEIMHKMB_01994	CDS	642	bcrA_3			Bacitracin transport ATP-binding protein BcrA
MEIMHKMB_01995	CDS	642				hypothetical protein
MEIMHKMB_01996	CDS	600				hypothetical protein
MEIMHKMB_01997	CDS	207				hypothetical protein
MEIMHKMB_01998	CDS	1068				hypothetical protein
MEIMHKMB_01999	CDS	852				hypothetical protein
MEIMHKMB_02000	CDS	285				hypothetical protein
MEIMHKMB_02001	CDS	228				hypothetical protein
MEIMHKMB_02002	CDS	561				hypothetical protein
MEIMHKMB_02003	CDS	261				hypothetical protein
MEIMHKMB_02004	CDS	174				hypothetical protein
MEIMHKMB_02005	CDS	162				hypothetical protein
MEIMHKMB_02006	CDS	432				hypothetical protein
MEIMHKMB_02007	CDS	441				hypothetical protein
MEIMHKMB_02008	CDS	210				hypothetical protein
MEIMHKMB_02009	CDS	336				hypothetical protein
MEIMHKMB_02010	CDS	330				hypothetical protein
MEIMHKMB_02011	CDS	228				hypothetical protein
MEIMHKMB_02012	CDS	732				hypothetical protein
MEIMHKMB_02013	CDS	411				hypothetical protein
MEIMHKMB_02014	CDS	360				hypothetical protein
MEIMHKMB_02015	CDS	2367				hypothetical protein
MEIMHKMB_02016	CDS	2661				hypothetical protein
MEIMHKMB_02017	CDS	591				hypothetical protein
MEIMHKMB_02018	CDS	633				hypothetical protein
MEIMHKMB_02019	CDS	258				hypothetical protein
MEIMHKMB_02020	CDS	840				hypothetical protein
MEIMHKMB_02021	CDS	897				hypothetical protein
MEIMHKMB_02022	CDS	540				hypothetical protein
MEIMHKMB_02023	CDS	1842				hypothetical protein
MEIMHKMB_02024	CDS	357				hypothetical protein
MEIMHKMB_02025	CDS	3204				hypothetical protein
MEIMHKMB_02026	CDS	261				hypothetical protein
MEIMHKMB_02027	CDS	375				hypothetical protein
MEIMHKMB_02028	CDS	1641				hypothetical protein
MEIMHKMB_02029	CDS	588	bin3			Putative transposon Tn552 DNA-invertase bin3
MEIMHKMB_02030	CDS	561				hypothetical protein
MEIMHKMB_02031	CDS	807				hypothetical protein
MEIMHKMB_02032	CDS	228				hypothetical protein
MEIMHKMB_02033	CDS	120				hypothetical protein
MEIMHKMB_02034	CDS	1356				hypothetical protein
MEIMHKMB_02035	CDS	456				hypothetical protein
MEIMHKMB_02036	CDS	1287				hypothetical protein
MEIMHKMB_02037	CDS	981				hypothetical protein
MEIMHKMB_02038	CDS	687				hypothetical protein
MEIMHKMB_02039	CDS	945				hypothetical protein
MEIMHKMB_02040	CDS	1977				hypothetical protein
MEIMHKMB_02041	CDS	2775				hypothetical protein
MEIMHKMB_02042	CDS	1278				hypothetical protein
MEIMHKMB_02043	CDS	1479	sau3AIR	3.1.21.4		Type-2 restriction enzyme Sau3AI
MEIMHKMB_02044	CDS	1206				hypothetical protein
MEIMHKMB_02045	CDS	840				hypothetical protein
MEIMHKMB_02046	CDS	1185				hypothetical protein
MEIMHKMB_02047	CDS	396				hypothetical protein
MEIMHKMB_02048	CDS	714				hypothetical protein
MEIMHKMB_02049	CDS	1065	amyX_2	3.2.1.41	COG1523	Pullulanase
MEIMHKMB_02050	CDS	513				hypothetical protein
MEIMHKMB_02051	CDS	744	cpsB	3.1.3.48	COG4464	Tyrosine-protein phosphatase CpsB
MEIMHKMB_02052	CDS	690	cap8A		COG3944	Capsular polysaccharide type 8 biosynthesis protein cap8A
MEIMHKMB_02053	CDS	708	cpsD	2.7.10.2		Tyrosine-protein kinase CpsD
MEIMHKMB_02054	CDS	948	gspA		COG1442	General stress protein A
MEIMHKMB_02055	CDS	711				hypothetical protein
MEIMHKMB_02056	CDS	1092	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
MEIMHKMB_02057	CDS	993				hypothetical protein
MEIMHKMB_02058	CDS	978				hypothetical protein
MEIMHKMB_02059	CDS	969	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MEIMHKMB_02060	CDS	159				hypothetical protein
MEIMHKMB_02061	CDS	1206				hypothetical protein
MEIMHKMB_02062	CDS	1074				hypothetical protein
MEIMHKMB_02063	CDS	618	rfbX		COG2244	Putative O-antigen transporter
MEIMHKMB_02064	CDS	843	murJ_2			lipid II flippase MurJ
MEIMHKMB_02065	CDS	2307				hypothetical protein
MEIMHKMB_02066	CDS	1164	capA			Capsule biosynthesis protein CapA
MEIMHKMB_02067	CDS	1632	ybiT_3		COG0488	putative ABC transporter ATP-binding protein YbiT
MEIMHKMB_02068	CDS	492				hypothetical protein
MEIMHKMB_02069	CDS	558	queT		COG4708	Queuosine precursor transporter QueT
MEIMHKMB_02070	CDS	315				hypothetical protein
MEIMHKMB_02071	CDS	378				hypothetical protein
MEIMHKMB_02072	CDS	123				hypothetical protein
MEIMHKMB_02073	CDS	234				hypothetical protein
MEIMHKMB_02074	CDS	273				hypothetical protein
MEIMHKMB_02075	CDS	303				hypothetical protein
MEIMHKMB_02076	CDS	1218	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MEIMHKMB_02077	CDS	738	ecsA_3		COG1131	ABC-type transporter ATP-binding protein EcsA
MEIMHKMB_02078	CDS	495				hypothetical protein
MEIMHKMB_02079	CDS	435				hypothetical protein
MEIMHKMB_02080	CDS	270				hypothetical protein
MEIMHKMB_02081	CDS	705				hypothetical protein
MEIMHKMB_02082	CDS	273				hypothetical protein
MEIMHKMB_02083	CDS	492				hypothetical protein
MEIMHKMB_02084	CDS	204				hypothetical protein
MEIMHKMB_02085	CDS	576				hypothetical protein
MEIMHKMB_02086	CDS	672				hypothetical protein
MEIMHKMB_02087	CDS	174				hypothetical protein
MEIMHKMB_02088	CDS	546				hypothetical protein
MEIMHKMB_02089	CDS	486				hypothetical protein
MEIMHKMB_02090	CDS	2478				hypothetical protein
MEIMHKMB_02091	CDS	8406				hypothetical protein
MEIMHKMB_02092	CDS	2163				hypothetical protein
MEIMHKMB_02093	CDS	597				hypothetical protein
MEIMHKMB_02094	CDS	510				hypothetical protein
MEIMHKMB_02095	CDS	1677				hypothetical protein
MEIMHKMB_02096	CDS	633				hypothetical protein
MEIMHKMB_02097	CDS	639				hypothetical protein
MEIMHKMB_02098	CDS	357				hypothetical protein
MEIMHKMB_02099	CDS	357				hypothetical protein
MEIMHKMB_02100	CDS	996				hypothetical protein
MEIMHKMB_02101	CDS	651				hypothetical protein
MEIMHKMB_02102	CDS	312				hypothetical protein
MEIMHKMB_02103	CDS	1728				hypothetical protein
MEIMHKMB_02104	CDS	183				hypothetical protein
MEIMHKMB_02105	CDS	1452				hypothetical protein
MEIMHKMB_02106	CDS	447				hypothetical protein
MEIMHKMB_02107	CDS	462				hypothetical protein
MEIMHKMB_02108	CDS	252				hypothetical protein
MEIMHKMB_02109	CDS	453				hypothetical protein
MEIMHKMB_02110	CDS	252				hypothetical protein
MEIMHKMB_02111	CDS	333				hypothetical protein
MEIMHKMB_02112	CDS	402				hypothetical protein
MEIMHKMB_02113	CDS	2082				hypothetical protein
MEIMHKMB_02114	CDS	1593	uvrB_2			UvrABC system protein B
MEIMHKMB_02115	CDS	486				hypothetical protein
MEIMHKMB_02116	CDS	384				hypothetical protein
MEIMHKMB_02117	CDS	231				hypothetical protein
MEIMHKMB_02118	CDS	525				hypothetical protein
MEIMHKMB_02119	CDS	1317				hypothetical protein
MEIMHKMB_02120	CDS	717				hypothetical protein
MEIMHKMB_02121	CDS	324				hypothetical protein
MEIMHKMB_02122	CDS	294				hypothetical protein
MEIMHKMB_02123	CDS	198				hypothetical protein
MEIMHKMB_02124	CDS	303				hypothetical protein
MEIMHKMB_02125	CDS	342				hypothetical protein
MEIMHKMB_02126	CDS	243				hypothetical protein
MEIMHKMB_02127	CDS	186				hypothetical protein
MEIMHKMB_02128	CDS	396				hypothetical protein
MEIMHKMB_02129	CDS	537				hypothetical protein
MEIMHKMB_02130	CDS	276				hypothetical protein
MEIMHKMB_02131	CDS	1053			COG0582	Putative prophage phiRv2 integrase
MEIMHKMB_02132	CDS	165				hypothetical protein
MEIMHKMB_02133	CDS	366				hypothetical protein
MEIMHKMB_02134	CDS	2271	dexA	3.2.1.11		Dextranase
MEIMHKMB_02135	CDS	1359				hypothetical protein
MEIMHKMB_02136	CDS	408	msrB_2	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
MEIMHKMB_02137	CDS	243				hypothetical protein
MEIMHKMB_02138	CDS	1647				hypothetical protein
MEIMHKMB_02139	CDS	603	tnpR			Transposon Tn3 resolvase
MEIMHKMB_02140	CDS	687				hypothetical protein
MEIMHKMB_02141	CDS	2589				hypothetical protein
MEIMHKMB_02142	CDS	327				hypothetical protein
MEIMHKMB_02143	CDS	798	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MEIMHKMB_02144	CDS	705				hypothetical protein
MEIMHKMB_02145	CDS	3219				hypothetical protein
MEIMHKMB_02146	CDS	555				hypothetical protein
MEIMHKMB_02147	CDS	759	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MEIMHKMB_02148	CDS	672				hypothetical protein
MEIMHKMB_02149	CDS	210				hypothetical protein
MEIMHKMB_02150	CDS	348				hypothetical protein
MEIMHKMB_02151	CDS	609				hypothetical protein
MEIMHKMB_02152	CDS	321				hypothetical protein
MEIMHKMB_02153	CDS	261	pdhC_2	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MEIMHKMB_02154	CDS	783	pdhB	1.2.4.1	COG0022	Pyruvate dehydrogenase E1 component subunit beta
MEIMHKMB_02155	CDS	174				hypothetical protein
MEIMHKMB_02156	CDS	1110	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
MEIMHKMB_02157	CDS	891	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
MEIMHKMB_02158	CDS	1062	oppD_4		COG0444	Oligopeptide transport ATP-binding protein OppD
MEIMHKMB_02159	CDS	1071	dppC		COG1173	Dipeptide transport system permease protein DppC
MEIMHKMB_02160	CDS	939	oppB_2		COG0601	Oligopeptide transport system permease protein OppB
MEIMHKMB_02161	CDS	138				hypothetical protein
MEIMHKMB_02162	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
MEIMHKMB_02163	CDS	1332	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
MEIMHKMB_02164	CDS	279				hypothetical protein
MEIMHKMB_02165	CDS	1317				hypothetical protein
MEIMHKMB_02166	CDS	1260	cls	2.7.8.-		Cardiolipin synthase
MEIMHKMB_02167	CDS	1449				hypothetical protein
MEIMHKMB_02168	CDS	861	pstC		COG0573	Phosphate transport system permease protein PstC
MEIMHKMB_02169	CDS	819				hypothetical protein
MEIMHKMB_02170	CDS	762	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
MEIMHKMB_02171	CDS	423	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
MEIMHKMB_02172	CDS	627				hypothetical protein
MEIMHKMB_02173	CDS	1632				hypothetical protein
MEIMHKMB_02174	CDS	588				hypothetical protein
MEIMHKMB_02175	CDS	687				hypothetical protein
MEIMHKMB_02176	CDS	735				hypothetical protein
MEIMHKMB_02177	CDS	258				hypothetical protein
MEIMHKMB_02178	CDS	420				hypothetical protein
MEIMHKMB_02179	CDS	393	yabA		COG4467	Initiation-control protein YabA
MEIMHKMB_02180	CDS	786				hypothetical protein
MEIMHKMB_02181	CDS	333	darA		COG3870	Cyclic di-AMP receptor A
MEIMHKMB_02182	CDS	450	tmk	2.7.4.9		Thymidylate kinase
MEIMHKMB_02183	CDS	597	recR		COG0353	Recombination protein RecR
MEIMHKMB_02184	CDS	324	ybaB			Nucleoid-associated protein YbaB
MEIMHKMB_02185	CDS	228				hypothetical protein
MEIMHKMB_02186	CDS	492				hypothetical protein
MEIMHKMB_02187	CDS	840				hypothetical protein
MEIMHKMB_02188	CDS	411	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
MEIMHKMB_02189	CDS	276				hypothetical protein
MEIMHKMB_02190	CDS	180				hypothetical protein
MEIMHKMB_02191	CDS	756	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
MEIMHKMB_02192	CDS	1002	thiY		COG0715	Formylaminopyrimidine-binding protein
MEIMHKMB_02193	CDS	879	ribX			Riboflavin transport system permease protein RibX
MEIMHKMB_02194	CDS	231				hypothetical protein
MEIMHKMB_02195	CDS	309				hypothetical protein
MEIMHKMB_02196	CDS	681				hypothetical protein
MEIMHKMB_02197	CDS	405				hypothetical protein
MEIMHKMB_02198	CDS	393				hypothetical protein
MEIMHKMB_02199	CDS	552				hypothetical protein
MEIMHKMB_02200	CDS	561				hypothetical protein
MEIMHKMB_02201	CDS	309				hypothetical protein
MEIMHKMB_02202	CDS	735				hypothetical protein
MEIMHKMB_02203	CDS	408				hypothetical protein
MEIMHKMB_02204	CDS	627				hypothetical protein
MEIMHKMB_02205	CDS	549				hypothetical protein
MEIMHKMB_02206	CDS	396				hypothetical protein
MEIMHKMB_02207	CDS	672				hypothetical protein
MEIMHKMB_02208	CDS	537				hypothetical protein
MEIMHKMB_02209	CDS	618				hypothetical protein
MEIMHKMB_02210	CDS	435				hypothetical protein
MEIMHKMB_02211	CDS	303				hypothetical protein
MEIMHKMB_02212	CDS	849				hypothetical protein
MEIMHKMB_02213	CDS	360	php_1		COG1735	Phosphotriesterase homology protein
MEIMHKMB_02214	CDS	267				hypothetical protein
MEIMHKMB_02215	CDS	324	php_2		COG1735	Phosphotriesterase homology protein
MEIMHKMB_02216	CDS	1095	yhfS			putative protein YhfS
MEIMHKMB_02217	CDS	768				hypothetical protein
MEIMHKMB_02218	CDS	879	gltC			HTH-type transcriptional regulator GltC
MEIMHKMB_02219	CDS	393	rpsI		COG0103	30S ribosomal protein S9
MEIMHKMB_02220	CDS	252	rplM			50S ribosomal protein L13
MEIMHKMB_02221	tRNA	71				tRNA-Gly(ccc)
MEIMHKMB_02222	CDS	1749			COG1132	putative ABC transporter ATP-binding protein
MEIMHKMB_02223	CDS	804	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
MEIMHKMB_02224	CDS	957				hypothetical protein
MEIMHKMB_02225	CDS	285				hypothetical protein
MEIMHKMB_02226	CDS	297				hypothetical protein
MEIMHKMB_02227	CDS	279				hypothetical protein
MEIMHKMB_02228	CDS	198				hypothetical protein
MEIMHKMB_02229	CDS	255				hypothetical protein
MEIMHKMB_02230	CDS	267				hypothetical protein
MEIMHKMB_02231	CDS	444				hypothetical protein
MEIMHKMB_02232	CDS	468	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MEIMHKMB_02233	CDS	402	addB_2	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
MEIMHKMB_02234	CDS	210				hypothetical protein
MEIMHKMB_02235	CDS	921	addB_3	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
MEIMHKMB_02236	CDS	507				hypothetical protein
MEIMHKMB_02237	CDS	192				hypothetical protein
MEIMHKMB_02238	CDS	261	sglT			Sodium/glucose cotransporter
MEIMHKMB_02239	CDS	132				hypothetical protein
MEIMHKMB_02240	CDS	465	mro	5.1.3.3	COG2017	Aldose 1-epimerase
MEIMHKMB_02241	CDS	237				hypothetical protein
MEIMHKMB_02242	CDS	339				hypothetical protein
MEIMHKMB_02243	CDS	780				hypothetical protein
MEIMHKMB_02244	CDS	246				hypothetical protein
MEIMHKMB_02245	CDS	1536				hypothetical protein
MEIMHKMB_02246	CDS	891	dinF		COG0534	DNA damage-inducible protein F
MEIMHKMB_02247	CDS	180				hypothetical protein
MEIMHKMB_02248	CDS	105				hypothetical protein
MEIMHKMB_02249	CDS	504				hypothetical protein
MEIMHKMB_02250	CDS	165				hypothetical protein
MEIMHKMB_02251	CDS	393				hypothetical protein
MEIMHKMB_02252	CDS	522				hypothetical protein
MEIMHKMB_02253	CDS	219				hypothetical protein
MEIMHKMB_02254	CDS	714				hypothetical protein
MEIMHKMB_02255	CDS	510				hypothetical protein
MEIMHKMB_02256	CDS	723				hypothetical protein
MEIMHKMB_02257	CDS	741				hypothetical protein
MEIMHKMB_02258	CDS	825				hypothetical protein
MEIMHKMB_02259	CDS	375				hypothetical protein
MEIMHKMB_02260	CDS	114				hypothetical protein
MEIMHKMB_02261	CDS	267				hypothetical protein
MEIMHKMB_02262	CDS	366				hypothetical protein
MEIMHKMB_02263	rRNA	2626				23S ribosomal RNA
MEIMHKMB_02264	tRNA	73				tRNA-Ala(tgc)
MEIMHKMB_02265	tRNA	74				tRNA-Ile(gat)
MEIMHKMB_02266	rRNA	1552				16S ribosomal RNA
MEIMHKMB_02267	CDS	1008	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
MEIMHKMB_02268	CDS	705	rbn	3.1.26.11		Ribonuclease BN
MEIMHKMB_02269	CDS	1083	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
MEIMHKMB_02270	CDS	1245	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
MEIMHKMB_02271	CDS	678	copR_2			Transcriptional activator protein CopR
MEIMHKMB_02272	CDS	1140	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
MEIMHKMB_02273	CDS	1218				hypothetical protein
MEIMHKMB_02274	CDS	1659	rssB			Regulator of RpoS
MEIMHKMB_02275	CDS	1728				hypothetical protein
MEIMHKMB_02276	CDS	954				hypothetical protein
MEIMHKMB_02277	CDS	1476				hypothetical protein
MEIMHKMB_02278	CDS	1269	tyrS	6.1.1.1		Tyrosine--tRNA ligase
MEIMHKMB_02279	CDS	1509	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
MEIMHKMB_02280	CDS	1035	mglC		COG4211	Galactoside transport system permease protein MglC
MEIMHKMB_02281	CDS	1020	mglB		COG1879	D-galactose-binding periplasmic protein
MEIMHKMB_02282	CDS	1032	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
MEIMHKMB_02283	CDS	912	hslO			33 kDa chaperonin
MEIMHKMB_02284	CDS	2052	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
MEIMHKMB_02285	CDS	546	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
MEIMHKMB_02286	CDS	1464	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
MEIMHKMB_02287	CDS	501	yugI_2		COG1098	General stress protein 13
MEIMHKMB_02288	CDS	366				hypothetical protein
MEIMHKMB_02289	CDS	291				hypothetical protein
MEIMHKMB_02290	CDS	3435	mfd	3.6.4.-		Transcription-repair-coupling factor
MEIMHKMB_02291	CDS	561	pth_2	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
MEIMHKMB_02292	CDS	960	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
MEIMHKMB_02293	CDS	1947	fruA_4		COG1299	PTS system fructose-specific EIIABC component
MEIMHKMB_02294	CDS	918	lacC_2	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
MEIMHKMB_02295	CDS	747	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
MEIMHKMB_02296	CDS	933	bcrA_4			Bacitracin transport ATP-binding protein BcrA
MEIMHKMB_02297	CDS	723				hypothetical protein
MEIMHKMB_02298	CDS	1188	tuf			Elongation factor Tu
MEIMHKMB_02299	CDS	2091	fus			Elongation factor G
MEIMHKMB_02300	CDS	297	rpsG			30S ribosomal protein S7
MEIMHKMB_02301	CDS	414	rpsL		COG0048	30S ribosomal protein S12
MEIMHKMB_02302	CDS	639				hypothetical protein
MEIMHKMB_02303	CDS	525	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
MEIMHKMB_02304	CDS	285	yjdJ		COG2388	putative protein YjdJ
MEIMHKMB_02305	CDS	474				hypothetical protein
MEIMHKMB_02306	CDS	678				hypothetical protein
MEIMHKMB_02307	CDS	2064				hypothetical protein
MEIMHKMB_02308	CDS	1707				hypothetical protein
MEIMHKMB_02309	CDS	1008	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MEIMHKMB_02310	CDS	723				hypothetical protein
MEIMHKMB_02311	CDS	255				hypothetical protein
MEIMHKMB_02312	CDS	837				hypothetical protein
MEIMHKMB_02313	CDS	1509	lysS	6.1.1.6		Lysine--tRNA ligase
MEIMHKMB_02314	CDS	741				hypothetical protein
MEIMHKMB_02315	CDS	96				hypothetical protein
MEIMHKMB_02316	CDS	3636	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
MEIMHKMB_02317	CDS	3693	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
MEIMHKMB_02318	CDS	933	pyrDA	1.3.98.1	COG0167	Dihydroorotate dehydrogenase A (fumarate)
MEIMHKMB_02319	CDS	171				hypothetical protein
MEIMHKMB_02320	CDS	1269	zosA_2	3.6.3.-	COG2217	Zinc-transporting ATPase
MEIMHKMB_02321	CDS	624	zosA_3	3.6.3.-	COG2217	Zinc-transporting ATPase
MEIMHKMB_02322	CDS	912	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
MEIMHKMB_02323	CDS	1101	psuK	2.7.1.83	COG0524	Pseudouridine kinase
MEIMHKMB_02324	CDS	5373				hypothetical protein
MEIMHKMB_02325	CDS	1314				hypothetical protein
MEIMHKMB_02326	CDS	1962				hypothetical protein
MEIMHKMB_02327	CDS	612	rsmC_1	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
MEIMHKMB_02328	CDS	951	gmuF_1	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
MEIMHKMB_02329	CDS	852		3.1.3.-		Putative phosphatase
MEIMHKMB_02330	CDS	993	hgdH_3	1.1.1.399	COG1052	(R)-2-hydroxyglutarate dehydrogenase
MEIMHKMB_02331	CDS	252	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
MEIMHKMB_02332	CDS	300	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
MEIMHKMB_02333	CDS	582				hypothetical protein
MEIMHKMB_02334	CDS	123				hypothetical protein
MEIMHKMB_02335	CDS	1062	clpC_1			ATP-dependent Clp protease ATP-binding subunit ClpC
MEIMHKMB_02336	CDS	249	clpC_2			ATP-dependent Clp protease ATP-binding subunit ClpC
MEIMHKMB_02337	CDS	948	clpC_3		COG0542	Negative regulator of genetic competence ClpC/MecB
MEIMHKMB_02338	CDS	213	clpC_4		COG0542	Negative regulator of genetic competence ClpC/MecB
MEIMHKMB_02339	CDS	354	ctsR		COG4463	Transcriptional regulator CtsR
MEIMHKMB_02340	CDS	837	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
MEIMHKMB_02341	CDS	417				hypothetical protein
MEIMHKMB_02342	CDS	768	murR_2		COG1737	HTH-type transcriptional regulator MurR
MEIMHKMB_02343	CDS	1716	glcB			PTS system glucoside-specific EIICBA component
MEIMHKMB_02344	CDS	759				hypothetical protein
MEIMHKMB_02345	CDS	906	oadA_1	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
MEIMHKMB_02346	CDS	417	oadA_2	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
MEIMHKMB_02347	CDS	537	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
MEIMHKMB_02348	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
